Comparison	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
WAC vs WAP	hsa04657	IL-17 signaling pathway	15/201	94/8149	7.5593202566191E-09	3.53776188009774E-07	3.02372810264764E-07	4312/1437/2920/7124/3576/5743/2354/1440/2919/2921/6364/3553/3569/6347/27189	15
WAC vs WAP	hsa04630	JAK-STAT signaling pathway	19/201	162/8149	1.43158978105164E-08	5.58320014610141E-07	4.77196593683881E-07	3456/64109/1437/282618/3559/50604/3976/9021/3586/5008/1440/29949/51561/85480/3593/3569/3575/3563/8835	19
WAC vs WAP	hsa05142	Chagas disease	13/201	102/8149	1.15372703221663E-06	3.85674465055272E-05	3.29636294919036E-05	6349/3456/916/6348/7124/3576/3586/3553/3593/6352/3569/2774/6347	13
WAC vs WAP	hsa05144	Malaria	9/201	50/8149	2.94831606339684E-06	8.62382448543576E-05	7.3707901584921E-05	7124/3576/3586/1440/3553/7057/3569/4233/6347	9
WAC vs WAP	hsa04062	Chemokine signaling pathway	17/201	192/8149	4.69423630550792E-06	0.000120337542238	0.000102852600204	6349/6348/9560/2920/2786/6351/3576/6362/2919/4283/2921/1236/6364/3702/6352/10235/6347	17
WAC vs WAP	hsa04640	Hematopoietic cell lineage	12/201	99/8149	5.14263001018742E-06	0.000120337542238	0.000102852600204	1437/916/7124/3559/1440/3553/914/3569/3575/1435/3563/912	12
WAC vs WAP	hsa05146	Amoebiasis	12/201	102/8149	7.04441314744665E-06	0.000149853879682	0.000128080239044	1437/2920/7124/3576/3586/2919/2921/3553/3593/3569/2774/912	12
WAC vs WAP	hsa04620	Toll-like receptor signaling pathway	12/201	104/8149	8.63225894776316E-06	0.000164123562426	0.000140276549082	6349/3456/6348/9560/7124/6351/3576/4283/3553/3593/6352/3569	12
WAC vs WAP	hsa05134	Legionellosis	9/201	57/8149	9.1179756903058E-06	0.000164123562426	0.000140276549082	2920/7124/3576/2919/2921/3553/3593/3569/3310	9
WAC vs WAP	hsa05143	African trypanosomiasis	7/201	37/8149	2.74793897982344E-05	0.000459298372342	0.000392562711403	7124/3586/3620/3553/169355/3593/3569	7
WAC vs WAP	hsa04064	NF-kappa B signaling pathway	11/201	104/8149	4.69772062912563E-05	0.000732844418144	0.00062636275055	9560/2920/7124/6351/3576/5743/4049/2919/2921/3553/23586	11
WAC vs WAP	hsa05417	Lipid and atherosclerosis	15/201	215/8149	0.000264845102938	0.003873359630463	0.00331056378672	6349/3456/4312/6348/2920/7124/3576/2919/2921/3553/3593/6352/3569/3310/6347	15
WAC vs WAP	hsa05133	Pertussis	8/201	76/8149	0.00053375559849	0.00734698882628	0.0062794776293	7124/3576/3586/51561/720/3553/3593/3569	8
WAC vs WAP	hsa04940	Type I diabetes mellitus	6/201	43/8149	0.000595104940472	0.007736364226134	0.006612277116354	3002/7124/4049/5551/3553/3593	6
WAC vs WAP	hsa04936	Alcoholic liver disease	11/201	142/8149	0.000742831937112	0.009148561751804	0.00781928354855	3456/2920/7124/3576/2919/2921/720/3553/3593/3569/32	11
WAC vs WAP	hsa04623	Cytosolic DNA-sensing pathway	7/201	63/8149	0.000859136536899	0.010051897481716	0.008591365368988	3456/9560/6351/3553/6352/3569/23586	7
WAC vs WAP	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	7/201	70/8149	0.001610108563734	0.017941209710178	0.015334367273656	2920/3576/2919/2921/6352/4233/1839	7
WAC vs WAP	hsa05171	Coronavirus disease - COVID-19	14/201	232/8149	0.001753517465013	0.018651049400589	0.015941067863752	3456/4312/1437/7124/3576/1440/720/3553/3593/3569/9636/1839/23586/6347	14
WAC vs WAP	hsa04621	NOD-like receptor signaling pathway	12/201	184/8149	0.001944152035591	0.019779633753399	0.0169056698747	3456/2920/7124/3576/2919/2921/3553/6352/10135/3569/838/6347	12
WAC vs WAP	hsa05330	Allograft rejection	5/201	38/8149	0.002248577885991	0.021923634388415	0.018738149049928	3002/7124/3586/5551/3593	5
WAC vs WAP	hsa04151	PI3K-Akt signaling pathway	18/201	354/8149	0.002792750319887	0.026140142994145	0.022342002559098	2250/374/3456/2786/3559/7148/5008/1440/3371/7057/3569/3575/4233/1435/3563/1942/4602/1945	18
WAC vs WAP	hsa04933	AGE-RAGE signaling pathway in diabetic complications	8/201	100/8149	0.003186331916689	0.028662858019419	0.024498169247367	1906/7124/3576/7056/3553/1958/3569/6347	8
WAC vs WAP	hsa05164	Influenza A	11/201	171/8149	0.003307252848395	0.028662858019419	0.024498169247367	3456/7124/3576/9021/3553/3593/6352/3569/91543/23586/6347	11
WAC vs WAP	hsa05332	Graft-versus-host disease	5/201	42/8149	0.003519380372322	0.029411964540122	0.025138431230873	3002/7124/5551/3553/3569	5
WAC vs WAP	hsa05163	Human cytomegalovirus infection	13/201	225/8149	0.003702991240981	0.029879308634119	0.025537870627452	6349/3456/6348/9560/2786/7124/6351/3576/5743/3553/6352/3569/6347	13
WAC vs WAP	hsa05321	Inflammatory bowel disease	6/201	65/8149	0.005151443186576	0.040181256855293	0.034342954577174	7124/3586/51561/3553/3593/3569	6
WAC vs WAP	hsa05162	Measles	9/201	139/8149	0.007321335255771	0.054041658075934	0.046189451346952	3456/916/3559/3553/6504/3593/3569/3310/23586	9
WAC vs WAP	hsa04622	RIG-I-like receptor signaling pathway	6/201	70/8149	0.007390312215512	0.054041658075934	0.046189451346952	3456/7124/3576/3593/9636/23586	6
WAC vs WAP	hsa05168	Herpes simplex virus 1 infection	21/201	495/8149	0.010305861630156	0.073077927922928	0.062459767455494	3456/7124/4049/9021/3553/3593/6352/3569/23586/84775/147837/147923/7625/162655/57209/7738/339318/339327/126375/6347/284306	21
WAC vs WAP	hsa04010	MAPK signaling pathway	14/201	294/8149	0.013857338481187	0.09477208883822	0.081001785331812	2250/374/7124/1843/1848/3553/3310/4233/1844/1850/1435/1942/10235/1945	14
WAC vs WAP	hsa04625	C-type lectin receptor signaling pathway	7/201	104/8149	0.014175312433067	0.09477208883822	0.081001785331812	7124/5743/3586/51561/3553/3593/3569	7
deltaYopH vs WAP	"hsa04080"	"Neuroactive ligand-receptor interaction"	"4/13"	"362/8159"	0.00198049575105596	0.0772393342911824	0.0667114358250428	"134/2151/8973/6752"	4
deltaYopE vs WAP	"hsa04080"	"Neuroactive ligand-receptor interaction"	"6/20"	"362/8159"	0.000166999681484999	0.0165329684670149	0.0145904984876367	"286530/2837/2859/8973/2151/6752"	6
deltaYopT vs WAP	"hsa04068"	"FoxO signaling pathway"	"1/1"	"131/8159"	0.0160558892021082	0.0170364015197942	NA	"10365"	1
deltaYopT vs WAP	"hsa04371"	"Apelin signaling pathway"	"1/1"	"139/8159"	0.0170364015197942	0.0170364015197942	NA	"10365"	1
deltaYopT vs WAP	"hsa05418"	"Fluid shear stress and atherosclerosis"	"1/1"	"139/8159"	0.0170364015197942	0.0170364015197942	NA	"10365"	1
pTTSS vs WAP	"hsa04060"	"Cytokine-cytokine receptor interaction"	"38/290"	"295/8159"	2.80444490539906e-12	7.1513345087676e-10	5.90409453768223e-10	"3456/2920/2921/8740/1437/6351/282618/6349/3576/9560/6364/50604/64109/7124/2919/9518/3976/3553/3624/5008/7852/4049/3552/6348/23529/3586/51561/51330/5618/133396/8743/10673/10148/7293/3600/970/1439/7043"	38
pTTSS vs WAP	"hsa05323"	"Rheumatoid arthritis"	"16/290"	"93/8159"	1.38195472232752e-07	1.76199227096758e-05	1.45468918139739e-05	"2353/2920/2921/1437/6349/3576/6364/7124/2919/3553/3552/6348/51561/10673/3600/7043"	16
pTTSS vs WAP	"hsa04668"	"TNF signaling pathway"	"17/290"	"112/8159"	3.67288045885414e-07	2.48633551578085e-05	2.05270218021122e-05	"2353/3456/2920/2921/1437/6364/7124/2919/5743/3976/3553/4049/1906/64127/5608/3600/5293"	17
pTTSS vs WAP	"hsa04061"	"Viral protein interaction with cytokine and cytokine receptor"	"16/290"	"100/8159"	3.90013414240133e-07	2.48633551578085e-05	2.05270218021122e-05	"2920/2921/8740/6351/6349/3576/9560/6364/50604/7124/2919/7852/4049/6348/3586/8743"	16
pTTSS vs WAP	"hsa05134"	"Legionellosis"	"12/290"	"57/8159"	5.46880109838636e-07	2.78908856017704e-05	2.30265309405741e-05	"2920/2921/3304/3576/3312/7124/2919/3553/3303/3310/3306/1379"	12
pTTSS vs WAP	"hsa04064"	"NF-kappa B signaling pathway"	"15/290"	"104/8159"	3.49860284945797e-06	0.000148690621101964	0.000122757994717823	"2920/2921/8740/6351/3576/9560/7124/2919/5743/3553/3932/4049/128178/353376/10673"	15
pTTSS vs WAP	"hsa05417"	"Lipid and atherosclerosis"	"22/290"	"215/8159"	7.24174250999063e-06	0.000263806334292516	0.000217796767217763	"2353/3456/2920/2921/3304/6349/3576/3312/7124/2919/3553/3303/6348/3310/5468/3306/8743/1573/5608/353376/9619/5293"	22
pTTSS vs WAP	"hsa04620"	"Toll-like receptor signaling pathway"	"13/290"	"104/8159"	7.40448044525577e-05	0.00236017814192528	0.00194854748559362	"2353/3456/6351/6349/3576/9560/7124/3553/6348/6696/5608/353376/5293"	13
pTTSS vs WAP	"hsa04657"	"IL-17 signaling pathway"	"11/290"	"94/8159"	0.000472575159354498	0.0133896295150441	0.0110543896925029	"2353/2354/2920/2921/1437/3576/6364/7124/2919/5743/3553"	11
pTTSS vs WAP	"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"14/290"	"143/8159"	0.000540096688387912	0.0137724655538918	0.0113704565976403	"3398/3399/3976/3624/3198/7471/81029/8820/4093/8322/2535/5293/3718/3479"	14
pTTSS vs WAP	"hsa05142"	"Chagas disease"	"11/290"	"102/8159"	0.000948374034348208	0.0219850344326175	0.0181506992219753	"2353/3456/916/6349/3576/7124/3553/6348/3586/5293/7043"	11
pTTSS vs WAP	"hsa05162"	"Measles"	"13/290"	"139/8159"	0.00129766493380718	0.0259525335674193	0.0214262403033389	"2353/3456/916/3304/3312/3553/3303/3552/3310/3306/5293/3718/27113"	13
pTTSS vs WAP	"hsa00590"	"Arachidonic acid metabolism"	"8/290"	"61/8159"	0.00132307033873118	0.0259525335674193	0.0214262403033389	"5743/27306/5730/2687/1573/247/493869/8681"	8
pTTSS vs WAP	"hsa04213"	"Longevity regulating pathway - multiple species"	"8/290"	"62/8159"	0.00147323232933885	0.0259787582957384	0.0214478912658315	"3304/3312/3303/3310/3306/111/5293/3479"	8
pTTSS vs WAP	"hsa05140"	"Leishmaniasis"	"9/290"	"77/8159"	0.0015457340976719	0.0259787582957384	0.0214478912658315	"2353/7124/5743/3553/3552/3586/1379/65108/7043"	9
pTTSS vs WAP	"hsa04010"	"MAPK signaling pathway"	"21/290"	"294/8159"	0.00177693785284302	0.0259787582957384	0.0214478912658315	"2353/2250/3164/1843/374/3304/1844/3312/7124/3553/3303/1848/3552/1846/3310/3306/59283/5608/8681/7043/3479"	21
pTTSS vs WAP	"hsa05144"	"Malaria"	"7/290"	"50/8159"	0.00179266312958117	0.0259787582957384	0.0214478912658315	"3576/7124/3553/3586/7057/1379/7043"	7
pTTSS vs WAP	"hsa04630"	"JAK-STAT signaling pathway"	"14/290"	"162/8159"	0.00183379470322859	0.0259787582957384	0.0214478912658315	"3456/1437/282618/50604/64109/3976/5008/3586/51561/5618/3600/1439/5293/3718"	14
pTTSS vs WAP	"hsa04640"	"Hematopoietic cell lineage"	"10/290"	"99/8159"	0.00262307569118131	0.0352044369079597	0.0290645505948067	"916/1437/7124/3553/3552/3672/1379/2811/952/924"	10
pTTSS vs WAP	"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"10/290"	"100/8159"	0.00282532710637665	0.0360229206063023	0.0297402853302806	"1958/3576/7124/3553/3552/1906/2152/7056/5293/7043"	10
pTTSS vs WAP	"hsa05146"	"Amoebiasis"	"10/290"	"102/8159"	0.00326719482968676	0.0396730800747678	0.0327538328790653	"2920/2921/1437/3576/7124/2919/3553/3586/5293/7043"	10
pTTSS vs WAP	"hsa04625"	"C-type lectin receptor signaling pathway"	"10/290"	"104/8159"	0.00376241306973834	0.0426246359582478	0.035190617922186	"1960/7124/5743/3553/1959/3586/51561/51266/3710/5293"	10
pTTSS vs WAP	"hsa05418"	"Fluid shear stress and atherosclerosis"	"12/290"	"139/8159"	0.00384457500799882	0.0426246359582478	0.035190617922186	"2353/1843/7124/119391/3553/3552/1906/7056/10365/5608/445/5293"	12
pTTSS vs WAP	"hsa05133"	"Pertussis"	"8/290"	"76/8159"	0.00535744501358324	0.0569228532693219	0.0469951316980986	"2353/3576/7124/3553/3552/3586/51561/353376"	8
pTTSS vs WAP	"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"9/290"	"98/8159"	0.00789692365777625	0.0780055647069661	0.0644008790150391	"3553/7442/111/1573/5608/3710/8681/5293/3479"	9
pTTSS vs WAP	"hsa05321"	"Inflammatory bowel disease"	"7/290"	"65/8159"	0.00795350855835733	0.0780055647069661	0.0644008790150391	"7124/3553/3552/3586/51561/64127/7043"	7
pTTSS vs WAP	"hsa04062"	"Chemokine signaling pathway"	"14/290"	"192/8159"	0.00840313845315297	0.079362974279778	0.0655215473930056	"2920/2921/6351/6349/3576/9560/6364/2919/3702/7852/6348/111/5293/3718"	14
pTTSS vs WAP	"hsa04915"	"Estrogen signaling pathway"	"11/290"	"138/8159"	0.00994596830710658	0.0905793542254349	0.0747817165947863	"2353/3872/3304/3312/3303/1839/3310/3306/111/3710/5293"	11
pTTSSplusYopQ vs WAP	"hsa04060"	"Cytokine-cytokine receptor interaction"	"47/312"	"295/8159"	1.94506631152221e-17	5.32948169357085e-15	4.56578723652055e-15	"3456/3458/6375/282618/1437/2920/3624/64109/6349/6351/3560/4049/3576/7124/3976/5008/2921/9560/50604/3586/6348/6364/3559/2919/3569/23529/3553/3552/51561/8718/9518/1440/6363/7852/3439/26525/9966/29949/8740/1236/8744/1435/85480/3557/6376/115650/7043"	47
pTTSSplusYopQ vs WAP	"hsa04061"	"Viral protein interaction with cytokine and cytokine receptor"	"24/312"	"100/8159"	2.28564450286527e-13	3.13133296892543e-11	2.68262486388924e-11	"6375/2920/6349/6351/3560/4049/3576/7124/2921/9560/50604/3586/6348/6364/3559/2919/3569/6363/7852/29949/8740/1236/1435/6376"	24
pTTSSplusYopQ vs WAP	"hsa05323"	"Rheumatoid arthritis"	"20/312"	"93/8159"	2.05928874943948e-10	1.88081705782139e-08	1.6113031267544e-08	"2353/3458/1437/2920/6349/3576/7124/2921/1493/6348/6364/2919/3569/3553/3552/51561/4312/1435/7422/7043"	20
pTTSSplusYopQ vs WAP	"hsa04668"	"TNF signaling pathway"	"20/312"	"112/8159"	6.51664688511459e-09	4.4639031163035e-07	3.82424277731725e-07	"2353/3456/1437/2920/4049/7124/3976/2921/5743/1906/6364/2919/3569/3553/9021/1435/6376/3726/9586/5608"	20
pTTSSplusYopQ vs WAP	"hsa04064"	"NF-kappa B signaling pathway"	"16/312"	"104/8159"	1.78492849059028e-06	9.78140812843471e-05	8.37976954529751e-05	"2920/6351/4049/3576/7124/2921/9560/5743/2919/3553/6363/8740/84433/115650/128178/114609"	16
pTTSSplusYopQ vs WAP	"hsa04657"	"IL-17 signaling pathway"	"15/312"	"94/8159"	2.35223907116939e-06	0.000107418917583402	9.20261952404865e-05	"2353/2354/3458/1437/2920/3576/7124/2921/5743/6364/2919/3569/3553/1440/4312"	15
pTTSSplusYopQ vs WAP	"hsa05134"	"Legionellosis"	"11/312"	"57/8159"	8.19176084953961e-06	0.000320648924681979	0.000274701153300351	"2920/3576/7124/3304/2921/3310/2919/3569/3303/3553/3306"	11
pTTSSplusYopQ vs WAP	"hsa05168"	"Herpes simplex virus 1 infection"	"39/312"	"495/8159"	1.12467117083209e-05	0.000374791960856445	0.000321085698313436	"3456/3458/4049/7124/10794/3569/3553/9021/3439/8740/342892/147686/22835/7692/84775/7569/55552/7768/284370/136051/163087/339327/148254/147837/30832/58500/282890/79744/125919/80095/57677/162972/126375/92283/148268/147949/7767/285267/126068"	39
pTTSSplusYopQ vs WAP	"hsa04630"	"JAK-STAT signaling pathway"	"19/312"	"162/8159"	1.23106848456497e-05	0.000374791960856445	0.000321085698313436	"3456/3458/282618/1437/64109/3560/3976/5008/50604/3586/3559/3569/51561/9021/1440/3439/29949/85480/1026"	19
pTTSSplusYopQ vs WAP	"hsa05144"	"Malaria"	"10/312"	"50/8159"	1.52389867272153e-05	0.000417548236325698	0.000357715162123053	"3458/3576/7124/7057/3586/3569/3553/1440/4233/7043"	10
pTTSSplusYopQ vs WAP	"hsa04620"	"Toll-like receptor signaling pathway"	"14/312"	"104/8159"	3.78461359158162e-05	0.000942712840084877	0.000807625675524116	"2353/3456/6349/6351/3576/7124/9560/6348/3569/3553/3439/7096/5608/114609"	14
pTTSSplusYopQ vs WAP	"hsa05142"	"Chagas disease"	"13/312"	"102/8159"	0.000126779844300234	0.00267212902602032	0.0022892230995103	"2353/3456/3458/916/6349/3576/7124/3586/6348/3569/3553/919/7043"	13
pTTSSplusYopQ vs WAP	"hsa05146"	"Amoebiasis"	"13/312"	"102/8159"	0.000126779844300234	0.00267212902602032	0.0022892230995103	"3458/1437/2920/3576/7124/2921/3586/2919/3569/3553/3908/338382/7043"	13
pTTSSplusYopQ vs WAP	"hsa04010"	"MAPK signaling pathway"	"25/312"	"294/8159"	0.000142027523423529	0.0027796815298605	0.00238136373860504	"2250/2353/374/2318/3164/1843/7124/3304/1844/3310/1846/3303/3553/3552/1848/1850/3306/11221/2069/1435/4233/7039/7422/5608/7043"	25
pTTSSplusYopQ vs WAP	"hsa04660"	"T cell receptor signaling pathway"	"13/312"	"104/8159"	0.000154817042433081	0.00282799130844427	0.00242275090965452	"2353/3458/1437/916/7124/3702/3586/1493/29851/925/84433/5133/919"	13
pTTSSplusYopQ vs WAP	"hsa05417"	"Lipid and atherosclerosis"	"20/312"	"215/8159"	0.000203442875159214	0.00348395923710155	0.00298472112898058	"2353/3456/2920/6349/3576/7124/3304/2921/6348/3310/2919/3569/3303/3553/3439/4312/3306/3949/5608/114609"	20
pTTSSplusYopQ vs WAP	"hsa05143"	"African trypanosomiasis"	"7/312"	"37/8159"	0.000427795671667049	0.00689505964922185	0.00590702382549547	"3458/7124/3586/3569/3553/169355/3620"	7
pTTSSplusYopQ vs WAP	"hsa05133"	"Pertussis"	"10/312"	"76/8159"	0.000587125751822988	0.00893735866663882	0.00765666916120037	"2353/3576/7124/3586/3569/3553/3552/51561/720/114609"	10
pTTSSplusYopQ vs WAP	"hsa05321"	"Inflammatory bowel disease"	"9/312"	"65/8159"	0.000754103948296807	0.0108749727280697	0.00931663049696333	"3458/7124/3586/3569/3553/3552/51561/30009/7043"	9
pTTSSplusYopQ vs WAP	"hsa05162"	"Measles"	"14/312"	"139/8159"	0.000836220075376852	0.0114562150326629	0.00981458298994936	"2353/3456/916/3560/3304/3310/3559/3569/3303/3553/3552/3439/3306/6504"	14
pTTSSplusYopQ vs WAP	"hsa05332"	"Graft-versus-host disease"	"7/312"	"42/8159"	0.000951628906671831	0.0124164914489563	0.0106372554480109	"3458/7124/5551/3002/3569/3553/3552"	7
pTTSSplusYopQ vs WAP	"hsa04940"	"Type I diabetes mellitus"	"7/312"	"43/8159"	0.00110009549947327	0.0137011894025307	0.0117378610709349	"3458/4049/7124/5551/3002/3553/3552"	7
pTTSSplusYopQ vs WAP	"hsa04640"	"Hematopoietic cell lineage"	"11/312"	"99/8159"	0.00134033920805973	0.0159675192612333	0.0136794344804265	"1437/916/7124/3559/914/3569/3553/3552/925/1440/1435"	11
pTTSSplusYopQ vs WAP	"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"11/312"	"100/8159"	0.00145588572389568	0.0166213620144757	0.0142395840538919	"1958/3576/7124/1906/7056/3569/3553/3552/2152/7422/7043"	11
pTTSSplusYopQ vs WAP	"hsa05322"	"Systemic lupus erythematosus"	"13/312"	"136/8159"	0.00204796040809889	0.0224456460727639	0.0192292703581496	"3458/8339/7124/3586/3012/440689/128312/8349/8970/3017/8344/8367/720"	13
pTTSSplusYopQ vs WAP	"hsa05163"	"Human cytomegalovirus infection"	"18/312"	"225/8159"	0.00240474634760963	0.0253423268940399	0.0217108678346942	"3456/6349/6351/3576/7124/9560/5743/6348/2786/3569/3553/7852/3439/6376/9586/1026/7422/5608"	18
pTTSSplusYopQ vs WAP	"hsa04062"	"Chemokine signaling pathway"	"16/312"	"192/8159"	0.00275050279177129	0.0279125098127902	0.0239127533163742	"6375/2920/6349/6351/3576/3702/2921/9560/6348/6364/2919/2786/6363/7852/1236/6376"	16
pTTSSplusYopQ vs WAP	"hsa04380"	"Osteoclast differentiation"	"12/312"	"128/8159"	0.00353327115600918	0.0339837305971382	0.0291139912530227	"2353/3456/2354/3458/7124/3553/3552/9021/2355/1435/3726/5608"	12
pTTSSplusYopQ vs WAP	"hsa05145"	"Toxoplasmosis"	"11/312"	"112/8159"	0.00359681820188689	0.0339837305971382	0.0291139912530227	"3458/7124/3304/3586/3310/3303/3306/3908/3949/5608/7043"	11
pTTSSplusYopQ vs WAP	"hsa05219"	"Bladder cancer"	"6/312"	"41/8159"	0.00432726849706192	0.0395223856064989	0.0338589780647301	"3576/7057/4312/1839/1026/7422"	6
pTTSSplusYopQ vs WAP	"hsa04151"	"PI3K-Akt signaling pathway"	"24/312"	"354/8159"	0.00449084977508408	0.0396933173668721	0.0340054159539473	"2250/3456/374/3164/3560/5008/7057/7148/3559/2786/3569/3371/1440/3439/3908/2069/1435/4233/7039/9586/1026/7422/4602/29941"	24
pTTSSplusYopQ vs WAP	"hsa05418"	"Fluid shear stress and atherosclerosis"	"12/312"	"139/8159"	0.00683860126536431	0.0585555233346819	0.0501647395452711	"2353/3458/1843/7124/119391/1906/7056/3553/3552/7422/10365/5608"	12
pTTSSplusYopQ vs WAP	"hsa05167"	"Kaposi sarcoma-associated herpesvirus infection"	"15/312"	"194/8159"	0.00735293473168432	0.0610516398933789	0.0523031720945966	"2353/3456/1437/2920/3576/2921/5743/2919/7538/2786/3569/3439/1026/7422/5608"	15
pTTSSplusYopQ vs WAP	"hsa04936"	"Alcoholic liver disease"	"12/312"	"142/8159"	0.00806964740515665	0.0637296488648009	0.0545974325656957	"3456/2920/3576/7124/2921/2919/3569/3553/3439/720/5608/114609"	12
pTTSSplusYopQ vs WAP	"hsa04659"	"Th17 cell differentiation"	"10/312"	"108/8159"	0.00814064857762055	0.0637296488648009	0.0545974325656957	"2353/3458/916/3560/3559/3569/3553/51561/30009/919"	10
pTTSSplusYopQ vs WAP	"hsa05140"	"Leishmaniasis"	"8/312"	"77/8159"	0.00888186122163561	0.0676008326313377	0.057913890421776	"2353/3458/7124/3586/5743/3553/3552/7043"	8
pTTSSplusYopQ vs WAP	"hsa04350"	"TGF-beta signaling pathway"	"9/312"	"94/8159"	0.00956438368439326	0.0708281386357771	0.0606787357502048	"3458/3624/7124/7057/26585/3398/3399/4093/7043"	9
